"FID","CODIGO_ACC","FORMULARIO","FECHA_OCUR","HORA_OCURR","ANO_OCURRE","MES_OCURRE","DIA_OCURRE","FECHA_HORA","DIRECCION","CLASE_ACC","LOCALIDAD","CODIGO_VEH","CONDICION","MUERTE_POS","FECHA_POST","GENERO","EDAD","GRUPO ETARIO","UPL","CATEGORÍA"
"75","12661954","A001056325","43745","05:00:00","2019","OCTUBRE","LUNES","43745","DG 19A-KR 22 02","ATROPELLO","LOS MARTIRES","0","PEATON","N","","FEMENINO","19","JUVENTUD","Centro Histórico","FATAL"
"1326","12661735","A001056379","43744","21:30:00","2019","OCTUBRE","DOMINGO","43744","DG 45B-TR 13J S 02","CHOQUE","RAFAEL URIBE URIBE","2","MOTOCICLISTA","S","43751","MASCULINO","19","JUVENTUD","Rafael Uribe","FATAL"
"644","12662672","A001056566","43746","18:30:00","2019","OCTUBRE","MARTES","43746","CL 145-KR 77 2","CHOQUE","SUBA","1","MOTOCICLISTA","S","43747","MASCULINO","46","ADULTEZ","Britalia","FATAL"
"535","12662480","A001056588","43746","13:39:00","2019","OCTUBRE","MARTES","43746","KR 42-CL 17A 2","ATROPELLO","PUENTE ARANDA","0","PEATON","S","43759","MASCULINO","74","ADULTO MAYOR","Puente Aranda","FATAL"
"945","12662800","A001056617","43748","06:30:00","2019","OCTUBRE","JUEVES","43748","AK 10-CL 24 S 52","CHOQUE","SAN CRISTOBAL","2","MOTOCICLISTA"," ","","MASCULINO","36","ADULTEZ","Restrepo","FATAL"
"740","12663161","A001056618","43752","13:15:00","2019","OCTUBRE","LUNES","43752","CL 48-KR 1 S 14","ATROPELLO","SAN CRISTOBAL","0","PEATON","N","","FEMENINO","87","ADULTO MAYOR","Usme - Entrenubes","FATAL"
"948","12667141","A001056641","43768","06:05:00","2019","OCTUBRE","MIERCOLES","43768","AV AVENIDA CARACAS-AC 65 S 2","VOLCAMIENTO","USME","1","MOTOCICLISTA"," ","","MASCULINO","24","JUVENTUD","Rafael Uribe","FATAL"
"2132","12674340","A001056642","43803","23:15:00","2019","DICIEMBRE","MIERCOLES","43803","AV AVENIDA PRIMERA DE MAYO-KR 72 02","CHOQUE","KENNEDY","1","MOTOCICLISTA"," ","","MASCULINO","27","JUVENTUD","Kennedy","FATAL"
"1479","12672576","A001056646","43795","08:37:00","2019","NOVIEMBRE","MARTES","43795","KR 78M-CL 37A S 02","ATROPELLO","KENNEDY","0","PEATON","S","43798","FEMENINO","54","ADULTEZ","Kennedy","FATAL"
"739","12663286","A001056662","43750","10:46:00","2019","OCTUBRE","SABADO","43750","CL 46-KR 22A S 38","ATROPELLO","RAFAEL URIBE URIBE","0","PEATON","S","43750","MASCULINO","80","ADULTO MAYOR","Restrepo","FATAL"
"66","12663372","A001056738","43752","15:57:00","2019","OCTUBRE","LUNES","43752","KR 15-CL 89 ES 02","ATROPELLO","USME","0","PEATON","S","43753","MASCULINO","76","ADULTO MAYOR","Cerros Orientales","FATAL"
"2035","12663165","A001056815","43750","20:35:00","2019","OCTUBRE","SABADO","43750","KR 50-CL 1G 02","ATROPELLO","PUENTE ARANDA","0","PEATON","N","","MASCULINO","86","ADULTO MAYOR","Puente Aranda","FATAL"
"2036","12663368","A001056921","43750","20:36:00","2019","OCTUBRE","SABADO","43750","CL 80-KR 107 2","ATROPELLO","ENGATIVA","0","PEATON","S","43753","MASCULINO","31","ADULTEZ","Engativá","FATAL"
"763","12663289","A001056955","43752","03:45:00","2019","OCTUBRE","LUNES","43752","CL 26-KR 68 2","ATROPELLO","FONTIBON","0","PEATON","S","43752","FEMENINO","19","JUVENTUD","Salitre","FATAL"
"1471","12664673","A001056974","43757","06:20:00","2019","OCTUBRE","SABADO","43757","CL 100-KR 49C 08","ATROPELLO","BARRIOS UNIDOS","0","PEATON","S","43758","FEMENINO","74","ADULTO MAYOR","Barrios Unidos","FATAL"
"752","12663172","A001057020","43751","05:18:00","2019","OCTUBRE","DOMINGO","43751","AK 30-CL 48 30","CHOQUE","TEUSAQUILLO","2","MOTOCICLISTA"," ","","MASCULINO","23","JUVENTUD","Teusaquillo","FATAL"
"2376","12663511","A001057021","43753","18:10:00","2019","OCTUBRE","MARTES","43753","KR 87C-CL 70A S 27","CHOQUE","BOSA","1","CICLISTA"," ","","MASCULINO","56","ADULTEZ","Edén","FATAL"
"1333","12667763","A001057052","43769","04:50:00","2019","OCTUBRE","JUEVES","43769","AV AVENIDA CARACAS-AC 51 S 2","CHOQUE","TUNJUELITO","6","CONDUCTOR","S","43770","MASCULINO","31","ADULTEZ","Tunjuelito","FATAL"
"741","12663168","A001057086","43752","21:15:00","2019","OCTUBRE","LUNES","43752","AC 80-KR 114 63","VOLCAMIENTO","ENGATIVA","1","PASAJERO","N","","FEMENINO","23","JUVENTUD","Engativá","FATAL"
"1210","12664475","A001057087","43758","18:48:00","2019","OCTUBRE","DOMINGO","43758","CL 19-KR 32 2","CHOQUE","PUENTE ARANDA","1","PASAJERO","N","","MASCULINO","27","JUVENTUD","Puente Aranda","FATAL"
"1201","12667659","A001057136","43770","17:35:00","2019","NOVIEMBRE","VIERNES","43770","AV AVENIDA BOYACA-CL 74BBIS S 02","CHOQUE","USME","2","MOTOCICLISTA"," ","","MASCULINO","34","ADULTEZ","Rafael Uribe","FATAL"
"63","12664630","A001057153","43756","18:45:00","2019","OCTUBRE","VIERNES","43756","AV AVENIDA CUIDAD DE VILLAVICENCIO-KR 43 2","ATROPELLO","CIUDAD BOLIVAR","0","PEATON","S","43759","MASCULINO","82","ADULTO MAYOR","Arborizadora","FATAL"
"2380","12665834","A001057214","43762","17:00:00","2019","OCTUBRE","JUEVES","43762","KR 27-CL 4A 76","ATROPELLO","LOS MARTIRES","0","PEATON","N","","MASCULINO","84","ADULTO MAYOR","Centro Histórico","FATAL"
"2409","12667745","A001057297","43770","11:15:00","2019","NOVIEMBRE","VIERNES","43770","TR 42-CL 3 60","ATROPELLO","PUENTE ARANDA","0","PEATON","S","43770","MASCULINO","82","ADULTO MAYOR","Puente Aranda","FATAL"
"73","12666362","A001057326","43765","04:10:00","2019","OCTUBRE","DOMINGO","43765","CL 13-KR 7 02","VOLCAMIENTO","CANDELARIA","1","MOTOCICLISTA","S","43765","MASCULINO","22","JUVENTUD","Centro Histórico","FATAL"
"1334","12665476","A001057455","43761","05:35:00","2019","OCTUBRE","MIERCOLES","43761","KR 70-CL 53 73","CHOQUE","ENGATIVA","2","MOTOCICLISTA"," ","","FEMENINO","46","ADULTEZ","Salitre","FATAL"
"742","12664316","A001057456","43756","05:27:00","2019","OCTUBRE","VIERNES","43756","KR 84-CL 58C S 02","CHOQUE","KENNEDY","1","MOTOCICLISTA"," ","","MASCULINO","20","JUVENTUD","Edén","FATAL"
"877","12667470","A001057490","43769","13:20:00","2019","OCTUBRE","JUEVES","43769","KR 19-CL 150 55","CHOQUE","USAQUEN","1","PASAJERO","N","","FEMENINO","54","ADULTEZ","Usaquén","FATAL"
"1964","12665911","A001057553","43762","20:39:00","2019","OCTUBRE","JUEVES","43762","CL 6A-KR 90 2","ATROPELLO","KENNEDY","0","PEATON","S","43763","FEMENINO","40","ADULTEZ","Tintal","FATAL"
"1336","12681206","A001057581","43757","04:40:00","2019","OCTUBRE","SABADO","43757","CL 63-KR 103 2","ATROPELLO","ENGATIVA","0","PEATON","N","","MASCULINO","57","ADULTEZ","Engativá","FATAL"
"2168","12671201","A001057582","43787","17:59:00","2019","NOVIEMBRE","LUNES","43787","CL 170-KR 65 2","CHOQUE","SUBA","2","MOTOCICLISTA"," ","","MASCULINO","23","JUVENTUD","Britalia","FATAL"
"2015","12668067","A001057626","43760","08:05:00","2019","OCTUBRE","MARTES","43760","KR 51-CL 54C S 02","CHOQUE","TUNJUELITO","2","CICLISTA","S","43766","MASCULINO","19","JUVENTUD","Tunjuelito","FATAL"
"1086","12667678","A001057638","43770","20:30:00","2019","NOVIEMBRE","VIERNES","43770","AV AVENIDA DEL SUR-DG 16 S 02","ATROPELLO","PUENTE ARANDA","0","PEATON","N","","MASCULINO","19","JUVENTUD","Puente Aranda","FATAL"
"71","12665641","A001057698","43761","06:59:00","2019","OCTUBRE","MIERCOLES","43761","CL 3-KR 50 02","ATROPELLO","PUENTE ARANDA","0","PEATON","S","43762","FEMENINO","57","ADULTEZ","Puente Aranda","FATAL"
"68","12664778","A001057725","43759","06:10:00","2019","OCTUBRE","LUNES","43759","AV AVENIDA CIUDAD DE CALI-CL 13A 72","VOLCAMIENTO","KENNEDY","1","MOTOCICLISTA"," ","","MASCULINO","34","ADULTEZ","Tintal","FATAL"
"952","12667272","A001058056","43768","06:20:00","2019","OCTUBRE","MIERCOLES","43768","CL 68F-TR 55 S 2","ATROPELLO","CIUDAD BOLIVAR","0","PEATON","S","43768","MASCULINO","86","ADULTO MAYOR","Arborizadora","FATAL"
"64","12666155","A001058115","43763","03:05:00","2019","OCTUBRE","VIERNES","43763","AC 13-KR 111A 2","CHOQUE","FONTIBON","1","MOTOCICLISTA"," ","","MASCULINO","37","ADULTEZ","Fontibón","FATAL"
"673","12666513","A001058116","43766","06:05:00","2019","OCTUBRE","LUNES","43766","KR 10-CL 11 S 2","ATROPELLO","SAN CRISTOBAL","0","PEATON","N","","MASCULINO","38","ADULTEZ","San Cristóbal","FATAL"
"1962","12668230","A001058133","43774","05:22:00","2019","NOVIEMBRE","MARTES","43774","AV AVENIDA CENTENARIO-KR 115 2","CHOQUE","FONTIBON","2","CICLISTA","S","43775","MASCULINO","38","ADULTEZ","Fontibón","FATAL"
"830","12666600","A001058171","43766","11:40:00","2019","OCTUBRE","LUNES","43766","KR 15-CL 86 2","ATROPELLO","CHAPINERO","0","PEATON","S","43767","MASCULINO","32","ADULTEZ","Chapinero","FATAL"
"1615","12666514","A001058333","43766","10:10:00","2019","OCTUBRE","LUNES","43766","AV AVENIDA BOYACA-CL 77 04","CHOQUE","ENGATIVA","1","MOTOCICLISTA"," ","","MASCULINO","21","JUVENTUD","Tabora","FATAL"
"1087","12667415","A001058365","43768","14:30:00","2019","OCTUBRE","MIERCOLES","43768","KR 10-CL 52A ES 26","ATROPELLO","SAN CRISTOBAL","0","PEATON","S","43769","FEMENINO","74","ADULTO MAYOR","Usme - Entrenubes","FATAL"
"536","12669258","A001058465","43778","22:14:00","2019","NOVIEMBRE","SABADO","43778","CL 55-KR 19C S 02","ATROPELLO","TUNJUELITO","0","PEATON","N","","SIN INFORMACION","0","PRIMERA INFANCIA","Tunjuelito","FATAL"
"947","12667655","A001058602","43770","06:40:00","2019","NOVIEMBRE","VIERNES","43770","AV AVENIDA BOYACA-CL 18 2","VOLCAMIENTO","FONTIBON","1","MOTOCICLISTA"," ","","MASCULINO","20","JUVENTUD","Salitre","FATAL"
"1949","12670444","A001058603","43784","17:20:00","2019","NOVIEMBRE","VIERNES","43784","CL 38-KR 13A 90","CHOQUE","SANTA FE","2","CICLISTA"," ","","MASCULINO","20","JUVENTUD","Centro Histórico","FATAL"
"2423","12670606","A001058604","43746","10:00:00","2019","OCTUBRE","MARTES","43746","CL 3-KR 7 E 16","CHOQUE","SANTA FE","1","PASAJERO","N","","MASCULINO","9","INFANCIA","Centro Histórico","FATAL"
"822","12668547","A001058695","43776","00:10:00","2019","NOVIEMBRE","JUEVES","43776","KR 68-CL 3 2","CHOQUE","PUENTE ARANDA","2","CICLISTA","S","43776","MASCULINO","24","JUVENTUD","Puente Aranda","FATAL"
"537","12668889","A001058824","43776","16:27:00","2019","NOVIEMBRE","JUEVES","43776","CL 117-KR 14 S 2","CHOQUE","USME","2","PASAJERO","S","43778","MASCULINO","14","ADOLESCENCIA","Usme - Entrenubes","FATAL"
"819","12673012","A001058831","43797","13:00:00","2019","NOVIEMBRE","JUEVES","43797","CL 61-KR 82 S 04","ATROPELLO","BOSA","0","PEATON","S","43797","FEMENINO","1","PRIMERA INFANCIA","Edén","FATAL"
"2014","12668571","A001059190","43775","22:00:00","2019","NOVIEMBRE","MIERCOLES","43775","AV AVENIDA CARACAS-CL 40 S 2","ATROPELLO","RAFAEL URIBE URIBE","0","PEATON","S","43777","MASCULINO","5","PRIMERA INFANCIA","Rafael Uribe","FATAL"
"1983","12670608","A001059206","43781","11:05:00","2019","NOVIEMBRE","MARTES","43781","CL 24-KR 122 95","CHOQUE","FONTIBON","2","MOTOCICLISTA"," ","","MASCULINO","23","JUVENTUD","Fontibón","FATAL"
"1954","12671961","A001059370","43788","00:05:00","2019","NOVIEMBRE","MARTES","43788","AV AVENIDA BOYACA-CL 80 02","ATROPELLO","ENGATIVA","0","PEATON","S","43827","FEMENINO","61","ADULTO MAYOR","Tabora","FATAL"
"640","12669641","A001059525","43781","21:02:00","2019","NOVIEMBRE","MARTES","43781","CL 153-KR 96 02","ATROPELLO","SUBA","0","PEATON","S","43802","FEMENINO","71","ADULTO MAYOR","Suba","FATAL"
"2167","12671197","A001059621","43788","19:19:00","2019","NOVIEMBRE","MARTES","43788","CL 73A-TR 49C S 02","CHOQUE","CIUDAD BOLIVAR","2","MOTOCICLISTA"," ","","MASCULINO","33","ADULTEZ","Arborizadora","FATAL"
"1935","12671203","A001059713","43788","17:12:00","2019","NOVIEMBRE","MARTES","43788","AV AVENIDA CARACAS-CL 48 S 2","CHOQUE","RAFAEL URIBE URIBE","2","PASAJERO","S","43788","FEMENINO","19","JUVENTUD","Rafael Uribe","FATAL"
"1936","12671199","A001059713","43788","17:12:00","2019","NOVIEMBRE","MARTES","43788","AV AVENIDA CARACAS-CL 48 S 2","CHOQUE","RAFAEL URIBE URIBE","2","MOTOCICLISTA"," ","","MASCULINO","26","JUVENTUD","Rafael Uribe","FATAL"
"544","12670581","A001059867","43785","02:03:00","2019","NOVIEMBRE","SABADO","43785","AV AVENIDA BOYACA-CL 51 25","ATROPELLO","ENGATIVA","0","PEATON","S","43787","FEMENINO","21","JUVENTUD","Salitre","FATAL"
"1937","12671760","A001059953","43790","15:30:00","2019","NOVIEMBRE","JUEVES","43790","AK 68-CL 39H S 2","ATROPELLO","PUENTE ARANDA","0","PEATON","N","","FEMENINO","65","ADULTO MAYOR","Kennedy","FATAL"
"639","12673420","A001059984","43801","22:09:00","2019","DICIEMBRE","LUNES","43801","AV AVENIDA DE LAS AMERICAS-KR 53 54","ATROPELLO","PUENTE ARANDA","0","PEATON","N","","MASCULINO","19","JUVENTUD","Puente Aranda","FATAL"
"2131","12671521","A001060179","43789","06:10:00","2019","NOVIEMBRE","MIERCOLES","43789","AV AVENIDA CIUDAD DE VILLAVICENCIO-TR 69 2","CHOQUE","CIUDAD BOLIVAR","2","CICLISTA","S","43797","MASCULINO","46","ADULTEZ","Arborizadora","FATAL"
"542","12670613","A001060230","43785","21:30:00","2019","NOVIEMBRE","SABADO","43785","KR 14-CL 76B S 2","CHOQUE","USME","2","PASAJERO","S","43785","FEMENINO","19","JUVENTUD","Rafael Uribe","FATAL"
"543","12670612","A001060230","43785","21:30:00","2019","NOVIEMBRE","SABADO","43785","KR 14-CL 76B S 2","CHOQUE","USME","2","MOTOCICLISTA","S","43785","MASCULINO","37","ADULTEZ","Rafael Uribe","FATAL"
"812","12670975","A001060231","43787","18:30:00","2019","NOVIEMBRE","LUNES","43787","DG 16-KR 119 15","VOLCAMIENTO","FONTIBON","2","PASAJERO","N","","MASCULINO","23","JUVENTUD","Fontibón","FATAL"
"1943","12671831","A001060251","43789","12:32:00","2019","NOVIEMBRE","MIERCOLES","43789","KR 10-CL 15 2","ATROPELLO","SANTA FE","0","PEATON","S","43790","MASCULINO","76","ADULTO MAYOR","Centro Histórico","FATAL"
"2393","12678086","A001060296","43820","04:28:00","2019","DICIEMBRE","SABADO","43820","CL 68B-KR 72 02","ATROPELLO","ENGATIVA","0","PEATON","N","","MASCULINO","19","JUVENTUD","Tabora","FATAL"
"2166","12671372","A001060304","43787","12:10:00","2019","NOVIEMBRE","LUNES","43787","CL 56-KR 80I S 30","ATROPELLO","KENNEDY","0","PEATON","S","43788","SIN INFORMACION","0","PRIMERA INFANCIA","Edén","FATAL"
"1200","12675694","A001060397","43810","20:42:00","2019","DICIEMBRE","MIERCOLES","43810","CL 24-KR 81 14","CHOQUE","FONTIBON","3","MOTOCICLISTA"," ","","MASCULINO","20","JUVENTUD","Salitre","FATAL"
"727","12674668","A001060398","43806","00:00:00","2019","DICIEMBRE","SABADO","43806","CL 132-KR 147A 10","CHOQUE","SUBA","1","CICLISTA"," ","","MASCULINO","79","ADULTO MAYOR","Tibabuyes","FATAL"
"2263","12674631","A001060463","43805","09:45:00","2019","DICIEMBRE","VIERNES","43805","CL 146K-KR 9 2","ATROPELLO","USAQUEN","0","PEATON","N","","FEMENINO","75","ADULTO MAYOR","Usaquén","FATAL"
"248","12679140","A001060465","43825","11:50:00","2019","DICIEMBRE","JUEVES","43825","TR 42-CL 3 14","CHOQUE","PUENTE ARANDA","1","MOTOCICLISTA"," ","","MASCULINO","29","ADULTEZ","Puente Aranda","FATAL"
"289","12672738","A001060570","43795","19:45:00","2019","NOVIEMBRE","MARTES","43795","KR 45-CL 190 22","VOLCAMIENTO","USAQUEN","1","MOTOCICLISTA"," ","","MASCULINO","22","JUVENTUD","Toberín","FATAL"
"2265","12674022","A001060717","43803","06:33:00","2019","DICIEMBRE","MIERCOLES","43803","AV AVENIDA CIUDAD DE CALI-CL 61B 2","CHOQUE","BOSA","2","MOTOCICLISTA","S","43803","FEMENINO","21","JUVENTUD","Edén","FATAL"
"1953","12680353","A001060731","43835","02:00:00","2020","ENERO","DOMINGO","43835","AV AVENIDA BOYACA-CL 44 S 02","ATROPELLO","KENNEDY","0","PEATON","N","","MASCULINO","39","ADULTEZ","Kennedy","FATAL"
"2134","12671992","A001060734","43793","23:31:00","2019","NOVIEMBRE","DOMINGO","43793","CL 73-KR 95A S 02","ATROPELLO","BOSA","0","PEATON","N","","MASCULINO","27","JUVENTUD","Porvenir","FATAL"
"2264","12674395","A001060796","43804","20:59:00","2019","DICIEMBRE","JUEVES","43804","CL 27-KR 18 S 02","ATROPELLO","RAFAEL URIBE URIBE","0","PEATON","S","43820","MASCULINO","19","JUVENTUD","Restrepo","FATAL"
"2130","12673424","A001060943","43801","12:40:00","2019","DICIEMBRE","LUNES","43801","AK 68-CL 4G 64","ATROPELLO","PUENTE ARANDA","0","PEATON","N","","FEMENINO","58","ADULTEZ","Puente Aranda","FATAL"
"827","12674611","A001061039","43805","06:37:00","2019","DICIEMBRE","VIERNES","43805","CL 153-KR 55 02","CHOQUE","SUBA","1","PASAJERO","N","","FEMENINO","29","ADULTEZ","Britalia","FATAL"
"828","12674607","A001061039","43805","06:37:00","2019","DICIEMBRE","VIERNES","43805","CL 153-KR 55 02","CHOQUE","SUBA","1","MOTOCICLISTA"," ","","MASCULINO","27","JUVENTUD","Britalia","FATAL"
"657","12674891","A001061249","43806","17:25:00","2019","DICIEMBRE","SABADO","43806","CL 13-KR 22 02","ATROPELLO","LOS MARTIRES","0","PEATON","S","43811","SIN INFORMACION","0","PRIMERA INFANCIA","Centro Histórico","FATAL"
"2159","12673192","A001061258","43799","06:22:00","2019","NOVIEMBRE","SABADO","43799","KR 2-CL 84 S 02","ATROPELLO","USME","0","PEATON","N","","FEMENINO","34","ADULTEZ","Rafael Uribe","FATAL"
"2020","12672801","A001061295","43759","12:10:00","2019","OCTUBRE","LUNES","43759","DG 42A-KR 81I S 24","CAIDA DE OCUPANTE","KENNEDY","1","PASAJERO","N","","MASCULINO","22","JUVENTUD","Patio Bonito","FATAL"
"2260","12673195","A001061296","43798","18:20:00","2019","NOVIEMBRE","VIERNES","43798","KR 10-CL 17 23","CAIDA DE OCUPANTE","SANTA FE","1","PASAJERO","N","","MASCULINO","28","JUVENTUD","Centro Histórico","FATAL"
"2268","12674335","A001061297","43804","05:15:00","2019","DICIEMBRE","JUEVES","43804","AV AVENIDA DEL SUR-KR 72 2","VOLCAMIENTO","BOSA","1","CICLISTA"," ","","MASCULINO","31","ADULTEZ","Bosa","FATAL"
"55","12674556","A001061298","43797","03:00:00","2019","NOVIEMBRE","JUEVES","43797","KR 86A-CL 56C S 12","VOLCAMIENTO","BOSA","1","MOTOCICLISTA"," ","","MASCULINO","31","ADULTEZ","Edén","FATAL"
"641","12673740","A001061315","43802","06:40:00","2019","DICIEMBRE","MARTES","43802","CL 100-KR 9 02","CHOQUE","USAQUEN","2","CICLISTA","S","43806","MASCULINO","51","ADULTEZ","Usaquén","FATAL"
"647","12674207","A001061560","43805","07:40:00","2019","DICIEMBRE","VIERNES","43805","KR 68-CL 30 S 2","ATROPELLO","PUENTE ARANDA","0","PEATON","N","","FEMENINO","80","ADULTO MAYOR","Kennedy","FATAL"
"1209","12675676","A001061667","43809","13:33:00","2019","DICIEMBRE","MARTES","43809","CL 17-KR 137 02","CHOQUE","FONTIBON","2","MOTOCICLISTA","S","43810","MASCULINO","44","ADULTEZ","Fontibón","FATAL"
"2266","12674209","A001061715","43803","22:30:00","2019","DICIEMBRE","MIERCOLES","43803","AV AVENIDA CIUDAD DE QUITO-CL 22C 02","CHOQUE","TEUSAQUILLO","1","PASAJERO","S","43821","MASCULINO","22","JUVENTUD","Puente Aranda","FATAL"
"2267","12674208","A001061715","43803","22:30:00","2019","DICIEMBRE","MIERCOLES","43803","AV AVENIDA CIUDAD DE QUITO-CL 22C 02","CHOQUE","TEUSAQUILLO","1","MOTOCICLISTA"," ","","MASCULINO","20","JUVENTUD","Puente Aranda","FATAL"
"676","12674861","A001061960","43807","07:55:00","2019","DICIEMBRE","DOMINGO","43807","KR 10-CL 17 S 02","ATROPELLO","SAN CRISTOBAL","0","PEATON","S","43807","MASCULINO","85","ADULTO MAYOR","Restrepo","FATAL"
"658","12674852","A001062199","43807","01:35:00","2019","DICIEMBRE","DOMINGO","43807","CL 64-KR 20F S 02","ATROPELLO","CIUDAD BOLIVAR","0","PEATON","S","43811","MASCULINO","39","ADULTEZ","Arborizadora","FATAL"
"1468","12681315","A001062290","43840","17:40:00","2020","ENERO","VIERNES","43840","CL 56A-KR 27 S 84","ATROPELLO","TUNJUELITO","0","PEATON","S","43841","MASCULINO","72","ADULTO MAYOR","Tunjuelito","FATAL"
"2403","12675949","A001062386","43811","09:00:00","2019","DICIEMBRE","JUEVES","43811","CL 50A-KR 5Z S 02","CHOQUE","RAFAEL URIBE URIBE","2","MOTOCICLISTA","S","43820","FEMENINO","29","ADULTEZ","Rafael Uribe","FATAL"
"2274","12677391","A001062410","43815","10:00:00","2019","DICIEMBRE","LUNES","43815","CL 100-KR 23 2","ATROPELLO","CHAPINERO","0","PEATON","S","43817","MASCULINO","76","ADULTO MAYOR","Chapinero","FATAL"
"2262","12675976","A001062429","43811","14:13:00","2019","DICIEMBRE","JUEVES","43811","CL 26-KR 113 85","ATROPELLO","FONTIBON","0","PEATON","N","","MASCULINO","13","ADOLESCENCIA","Fontibón","FATAL"
"318","12676278","A001126862","43811","18:51:00","2019","DICIEMBRE","JUEVES","43811","AV AVENIDA PRIMERO DE MAYO-AC 48Q S 2","ATROPELLO","KENNEDY","0","PEATON","S","43812","MASCULINO","48","ADULTEZ","Bosa","FATAL"
"2061","12676300","A001126926","43812","03:23:00","2019","DICIEMBRE","VIERNES","43812","CL 140-KR 11 2","CHOQUE","USAQUEN","1","CICLISTA","S","43814","MASCULINO","21","JUVENTUD","Usaquén","FATAL"
"2016","12676289","A001127020","43813","06:18:00","2019","DICIEMBRE","SABADO","43813","CL 80-KR 78B S 60","CHOQUE","BOSA","1","MOTOCICLISTA"," ","","MASCULINO","30","ADULTEZ","Bosa","FATAL"
"1018","12675634","A001127037","43810","10:38:00","2019","DICIEMBRE","MIERCOLES","43810","KR 29B-CL 67 80","CHOQUE","BARRIOS UNIDOS","1","MOTOCICLISTA"," ","","MASCULINO","26","JUVENTUD","Barrios Unidos","FATAL"
"1145","12676238","A001127038","43812","14:00:00","2019","DICIEMBRE","VIERNES","43812","CL 70D-KR 18I S 78","ATROPELLO","CIUDAD BOLIVAR","0","PEATON","N","","MASCULINO","20","JUVENTUD","Lucero","FATAL"
"249","12678721","A001127039","43823","11:05:00","2019","DICIEMBRE","MARTES","43823","KR 72-CL 68B 2","CHOQUE","ENGATIVA","2","MOTOCICLISTA"," ","","MASCULINO","24","JUVENTUD","Tabora","FATAL"
"643","12677420","A001127110","43817","16:40:00","2019","DICIEMBRE","MIERCOLES","43817","AV AVENIDA BOYACA-CL 81 2","VOLCAMIENTO","ENGATIVA","1","MOTOCICLISTA"," ","","MASCULINO","32","ADULTEZ","Rafael Uribe","FATAL"
"2149","12676650","A001127174","43815","08:01:00","2019","DICIEMBRE","LUNES","43815","CL 44C-KR 52 61","ATROPELLO","TEUSAQUILLO","0","PEATON","N","","FEMENINO","66","ADULTO MAYOR","Teusaquillo","FATAL"
"380","12703905","A001127216","44061","07:42:00","2020","AGOSTO","MARTES","44061","CL 162-KR 8D 2","CHOQUE","USAQUEN","2","MOTOCICLISTA"," ","","MASCULINO","26","JUVENTUD","Toberín","FATAL"
"1198","12694916","A001127621","43923","23:00:00","2020","ABRIL","JUEVES","43923","AK 7-CL 7 S 2","CHOQUE","SAN CRISTOBAL","2","PASAJERO","N","","FEMENINO","39","ADULTEZ","San Cristóbal","FATAL"
"1199","12694915","A001127621","43923","23:00:00","2020","ABRIL","JUEVES","43923","AK 7-CL 7 S 2","CHOQUE","SAN CRISTOBAL","2","MOTOCICLISTA"," ","","MASCULINO","38","ADULTEZ","San Cristóbal","FATAL"
"279","12696551","A001127663","43948","23:50:00","2020","ABRIL","LUNES","43948","CL 26-KR 92 2","CHOQUE","FONTIBON","1","CONDUCTOR","S","43968","MASCULINO","35","ADULTEZ","Salitre","FATAL"
"956","12694928","A001127669","43930","15:50:00","2020","ABRIL","JUEVES","43930","KR 45-CL 116 2","CAIDA DE OCUPANTE","USAQUEN","1","PASAJERO","N","","MASCULINO","23","JUVENTUD","Usaquén","FATAL"
"1197","12694907","A001127677","43921","17:48:00","2020","MARZO","MARTES","43921","AC 6-KR 16 58","ATROPELLO","LOS MARTIRES","0","PEATON","N","","SIN INFORMACION","0","PRIMERA INFANCIA","Centro Histórico","FATAL"
"270","12695991","A001127694","43943","16:10:00","2020","ABRIL","MIERCOLES","43943","KR 106A-CL 154A 2","CHOQUE","SUBA","2","MOTOCICLISTA","S","43960","MASCULINO","29","ADULTEZ","Suba","FATAL"
"2018","12695263","A001127760","43910","16:40:00","2020","MARZO","VIERNES","43910","AV AVENIDA CARACAS-CL 56 00","ATROPELLO","TEUSAQUILLO","0","PEATON","S","43982","SIN INFORMACION","0","PRIMERA INFANCIA","Teusaquillo","FATAL"
"1019","12694909","A001127785","43891","13:00:00","2020","MARZO","DOMINGO","43891","AK 72-CL 6B 28","ATROPELLO","KENNEDY","0","PEATON","N","","FEMENINO","85","ADULTO MAYOR","Tintal","FATAL"
"824","12696353","A001127793","43945","04:53:00","2020","ABRIL","VIERNES","43945","KR 45-CL 104A 13","CHOQUE","SUBA","1","CICLISTA"," ","","MASCULINO","54","ADULTEZ","Niza","FATAL"
"1084","12696108","A001127802","43944","19:21:00","2020","ABRIL","JUEVES","43944","AV AVENIDA DE LAS AMERICAS-KR 68 02","CHOQUE","PUENTE ARANDA","2","CICLISTA","S","43945","MASCULINO","20","JUVENTUD","Puente Aranda","FATAL"
"957","12694995","A001127815","43922","11:50:00","2020","ABRIL","MIERCOLES","43922","CL 100-KR 45 02","VOLCAMIENTO","CHAPINERO","1","MOTOCICLISTA"," ","","MASCULINO","38","ADULTEZ","Barrios Unidos","FATAL"
"548","12697395","A001127980","43963","07:25:00","2020","MAYO","MARTES","43963","AV AVENIDA CARACAS-CL 64 S 02","CHOQUE","USME","2","MOTOCICLISTA","S","43971","MASCULINO","47","ADULTEZ","Rafael Uribe","FATAL"
